cod,homicidios
3515707,34
3515608,0
3515509,10
3515400,1
3515301,1
3515350,2
3515202,0
3515194,0
3515186,3
3515152,3
3301157,5
3301108,7
3301009,195
3300951,0
3300936,1
3300902,0
3300803,5
3300704,91
3300605,2
3300506,4
3300456,215
3300308,10
3300407,36
3300258,2
3300233,13
3300225,0
3300209,35
3300159,0
3300100,66
3205309,160
3205200,226
3205176,6
3205101,35
3205150,2
3205069,1
3205036,7
3205010,15
3205002,363
3204955,2
3204906,67
3204807,1
3204708,9
3204658,1
3204609,4
3204559,4
3204500,2
3204401,2
3204351,1
3204302,3
3204252,1
3204203,4
3204104,8
3204054,26
3204005,5
3203908,10
3203809,2
3203700,5
3203601,2
3203502,3
3203403,5
3203353,1
3203346,5
3203320,13
3203304,6
3203205,79
3203163,0
3203130,7
3203106,0
3203056,19
3203007,8
3202801,10
3202900,3
3202702,4
3161304,0
3161205,1
3161106,4
3161056,1
3161007,2
3160959,0
3160900,0
3160801,0
3160702,1
3160454,2
3160603,0
3160405,1
3160306,0
3160207,1
3160108,0
3160009,0
3159902,1
3159803,1
3159704,0
3159605,1
3159506,1
3159407,0
3159357,1
3159308,0
3159209,0
3159100,0
3159001,0
3158953,5
3158904,1
3158805,0
3158607,0
3158508,0
3158409,0
3158300,0
3158201,0
3158102,2
3158003,0
3157807,82
3157906,3
3157708,3
3157658,2
3157609,0
3157500,1
3157401,0
3157377,1
3157336,2
3157302,0
3157278,1
3157252,3
3157203,4
3157104,0
3157005,6
3156908,5
3156809,2
3503406,2
3503356,0
3503307,10
3503208,17
3503158,0
3503109,2
3503000,1
3502903,4
3502804,35
3502754,3
3502705,1
3502606,0
3502507,3
3502408,1
3502309,0
3502200,1
3502101,16
3502002,0
3501905,4
3501806,0
3501707,3
3501608,23
3501400,3
3501509,0
3501301,4
3501202,0
3501152,0
3156700,31
3156601,2
3156502,1
3156452,0
3156403,0
3156304,1
3156106,0
3156007,3
3155900,1
3155801,4
3155702,2
3155603,2
3155504,2
3155405,3
3155306,0
3155207,0
3155108,0
3155009,0
3154903,2
3154804,1
3154705,1
3154606,120
3154507,0
3154457,1
3154408,0
3154309,4
3154200,0
3154150,0
3154101,0
3154002,4
3153707,0
3153608,0
3153509,1
3153400,0
3153301,0
3153202,0
3153103,0
3152907,1
3152808,4
3152709,0
3152600,0
3152501,4
3152402,7
3152303,1
3152204,1
3152170,2
3152105,8
3152006,8
3151909,3
3151800,10
3151701,1
3151602,1
3151503,4
3151404,1
3151305,0
3151206,2
3151107,0
3151008,0
3150802,3
3150901,0
3150703,2
3150604,0
3150570,0
3150539,0
3150505,0
3150406,0
3150307,1
3150208,1
3150158,1
3150109,0
3150000,1
3149952,1
3149903,1
3149804,1
3149705,1
3149606,0
3149408,0
3149309,10
3149150,1
3149101,0
3149002,1
3148905,0
3148806,1
3148756,2
3148707,6
3148608,5
3148509,4
3148400,0
3148301,3
3148202,0
3202652,4
3202603,1
3202553,1
3202504,0
3202454,9
3202405,65
3202256,2
3202306,5
3202207,13
3202108,14
3202009,0
3201902,5
3201803,1
3201704,0
3201605,23
3201407,7
3201506,49
3201209,45
3201308,297
3201159,3
3201100,1
3201001,6
3200904,11
3200805,15
3200706,3
3200607,38
3200508,0
3200409,6
3200359,3
3200300,1
3200201,3
3200169,4
3200136,1
3200102,14
3172202,1
3172103,0
3172004,7
3171907,1
3171808,1
3171709,1
3171600,0
3171501,1
3171402,0
3171303,13
3171204,49
3171154,0
3171105,0
3171071,0
3171030,0
3171006,1
3170909,0
3170800,10
3170750,1
3170701,9
3170651,1
3170602,0
3170578,1
3170529,2
3170503,3
3170479,0
3170438,0
3170404,22
3170305,0
3170206,139
3170107,47
3170057,2
3170008,0
3169901,15
3169703,0
3169604,6
3169505,5
3169406,1
3169356,4
3169307,9
3169208,2
3169109,0
3169059,0
3168903,0
3169000,4
3168804,1
3168606,23
3168309,0
3168200,0
3168101,0
3168051,0
3168002,6
3167905,0
3167806,0
3167707,1
3167608,0
3167509,0
3167400,1
3167301,1
3167202,46
3167103,2
3167004,0
3166907,0
3166956,0
3166808,2
3166709,2
3166501,5
3166402,0
3166303,2
3166204,0
3166105,0
3166006,0
3165909,0
3165800,0
3165701,0
3165602,1
3165578,0
3165560,0
3165552,3
3165537,7
3165503,0
3165404,0
3165305,1
3165206,1
3165107,0
3165008,1
3164902,0
3164803,1
3164704,7
3164605,0
3164506,1
3164472,0
3164431,0
3164407,1
3164308,0
3164209,0
3164100,0
3164001,1
3163904,0
3163805,1
3163706,1
3163607,0
3163508,0
3163409,1
3163300,0
3163201,0
3163102,0
3163003,0
3162955,5
3162948,0
3162922,4
3162906,0
3162807,1
3162708,1
3162658,0
3162575,2
3162609,0
3162559,2
3162500,11
3162450,4
3162401,1
3162252,0
3162203,0
3162104,3
3162005,3
3161908,2
3161809,2
3161700,2
3161650,3
3161601,2
3161502,2
3161403,0
3148103,28
3148004,24
3147956,0
3147907,5
3147808,0
3147709,1
3147600,0
3147501,0
3147402,5
3147303,0
3147204,0
3147105,7
3146909,4
3147006,25
3146750,0
3146701,0
3146602,0
3146552,0
3146503,1
3146404,1
3146305,4
3146255,2
3146206,2
3146107,5
3146008,2
3145877,1
3145901,4
3145851,0
3145802,0
3145703,0
3145604,1
3145455,0
3145406,0
3145372,0
3145356,6
3145208,17
3145307,5
3145109,1
3145059,2
3145000,3
3144904,0
3144805,8
3144706,3
3144672,1
3144607,1
3144656,0
3144508,1
3144409,0
3144375,0
3144359,2
3144300,13
3139607,15
3139508,6
3139409,12
3139300,6
3139250,1
3139201,4
3139102,0
3139003,7
3138906,1
3138807,0
3138708,0
3138682,1
3138674,1
3138658,0
3138625,1
3138609,0
3138500,0
3138401,3
3138351,0
3138302,1
3138203,6
3138104,2
3138005,0
3137908,0
3137809,1
3137700,2
3137601,3
3137536,0
3137502,2
3137403,0
3137304,1
3137205,2
3137106,2
3136959,0
3137007,3
3136900,0
3136801,1
3136702,60
3136652,4
3136603,1
3136579,3
3136553,0
3136520,0
3136504,0
3136405,0
3136306,17
3136207,10
3136108,0
3136009,5
3135902,0
3135803,2
3135704,0
3135506,3
3135605,4
3135456,1
3135407,2
3135357,4
3135308,0
3135209,9
3135100,12
3135076,0
3168705,19
3168507,0
3168408,2
3153905,2
3153806,0
3135050,3
3135001,0
3134905,0
3134806,0
3134707,0
3134608,1
3134509,0
3134400,3
3134301,3
3134202,18
3134103,1
3134004,1
3133907,0
3133808,13
3133758,2
3133709,1
3133600,0
3133501,1
3133402,1
3133303,9
3133204,1
3133105,0
3133006,1
3132909,0
3132701,6
3132503,3
3132404,8
3132305,3
3132206,0
3132107,5
3132008,1
3131802,3
3131901,5
3131703,11
3131604,1
3131505,1
3131406,1
3131307,59
3131208,2
3131158,4
3131109,0
3131000,4
3130903,1
3130804,0
3130705,0
3130655,1
3130606,0
3130556,2
3130507,2
3130408,3
3127602,2
3127503,1
3127404,0
3127388,0
3127370,1
3127354,0
3127339,1
3127305,0
3127073,0
3127206,0
3127107,10
3127057,0
3127008,3
3126950,1
3126901,4
3126802,0
3126752,1
3126703,1
3126604,1
3126505,0
3126406,0
3126307,0
3126208,1
3126000,0
3126109,3
3125952,1
3125903,2
3125804,0
3125705,0
3125606,5
3125507,0
3125408,1
3125309,0
3125101,2
3124906,0
3125002,1
3124807,1
3124708,0
3124609,0
3124500,0
3124401,0
3124203,2
3124302,5
3124104,25
3123908,0
3124005,6
3123809,0
3123858,0
3123700,2
3123601,2
3123528,2
3123403,0
3123304,0
3123205,2
3123106,0
3123007,0
3122900,0
3122702,0
3122603,0
3122504,0
3122470,0
3122454,0
3122355,1
3122405,0
3122306,19
3122207,1
3122108,3
3122009,2
3121902,1
3121803,0
3121704,1
3121605,6
3121506,0
3121407,0
3121308,0
3121258,1
3121209,0
3121100,0
3121001,1
3120904,11
3120870,2
3120839,0
3120805,0
3120706,0
3120607,0
3120508,0
3120409,2
3120300,0
3120201,0
3120151,0
3120102,2
3120003,2
3144201,0
3144102,0
3144003,7
3143906,12
3143807,0
3143708,0
3143609,0
3143500,1
3143450,2
3143401,1
3143302,83
3143203,1
3143153,0
3143104,6
3143005,0
3142908,2
3142809,5
3142700,2
3142601,1
3142304,0
3142403,0
3142254,2
3142205,0
3142106,1
3142007,3
3141900,0
3141801,1
3141702,2
3141603,0
3141504,1
3141405,4
3141306,0
3141207,0
3141108,9
3141009,0
3140902,3
3140803,1
3140852,0
3140704,7
3140605,1
3140555,0
3140530,2
3140506,0
3140407,0
3140308,0
3140159,3
3140100,1
3140001,9
3139904,1
3139805,0
3139706,2
3119955,0
3119906,0
3119807,0
3119708,0
3119609,0
3119500,0
3119401,28
3119302,3
3119203,0
3119104,4
3119005,0
3118908,0
3118809,1
3118700,0
3118601,243
3118502,0
3118403,3
3118304,9
3118205,0
3118106,2
3118007,5
3117900,0
3117876,0
3117801,1
3117702,0
3117603,1
3117504,0
3117405,0
3117306,3
3117207,0
3117108,2
3117009,0
3116902,1
3116803,3
3116704,0
3116605,3
3116506,0
3116407,0
3116308,1
3116209,0
3116159,0
3116100,0
3116001,0
3115706,2
3115904,0
3115805,0
3115607,0
3115508,1
3115474,0
3115458,3
3115409,0
3115359,0
3115300,2
3115201,0
3115102,0
3115003,0
3114808,0
3114709,0
3114550,1
3114600,0
3114501,2
3114402,0
3114303,3
3114204,1
3114105,0
3114006,0
3113909,1
3113800,0
3112109,1
3112059,0
3112000,0
3111903,0
3111804,0
3111705,0
3111606,4
3111507,3
3111309,1
3111408,0
3111200,8
3111101,1
3111150,0
3111002,0
3110905,0
3110806,0
3110707,0
3110608,1
3110509,2
3110400,0
3110301,1
3110202,0
3110004,1
3110103,0
3109907,0
3109808,1
3109709,0
3109600,0
3109501,0
3109451,0
3109303,5
3109402,5
3109253,1
3109204,2
3109105,0
3109006,2
3108909,0
3108800,0
3108701,0
3108602,2
3108552,2
3108503,0
3108404,0
3108305,1
3108255,0
3108206,0
3108107,0
3108008,1
3107802,2
3107901,2
3107703,0
3107604,1
3107505,1
3107406,3
3107307,7
3107208,0
3107000,0
3107109,4
3106903,1
3106804,0
3106705,223
3106606,1
3106507,0
3106408,0
3106309,2
3130309,0
3130200,3
3130101,19
3130051,0
3130002,0
3129905,1
3129806,68
3129707,2
3129657,1
3129608,2
3129509,0
3129400,0
3129301,3
3129202,1
3129103,0
3129004,1
3128907,1
3128808,0
3128709,8
3128600,0
3128501,0
3128402,0
3128303,0
3128253,0
3128204,0
3128105,0
3128006,4
3127800,0
3127701,100
3106200,724
3106101,0
3106002,0
3105905,2
3105707,0
3105608,5
3105509,0
3105400,3
3105301,0
3105202,1
3105103,2
3105004,2
3104908,0
3104809,0
3104700,2
3104601,1
3104502,4
3104452,1
3104403,0
3104205,4
3104304,1
3104106,1
3104007,6
3103900,1
3103801,0
3103751,0
3103702,0
3103603,0
3103504,23
3103405,1
3103306,0
3103207,0
3103009,0
3102902,0
3102852,4
3102803,1
3102704,1
3102605,3
3102506,1
3102407,2
3102308,1
3102209,1
3102100,0
3102050,0
3102001,0
3101805,1
3101904,2
3101706,3
3101631,0
3101607,8
3101508,0
3101409,0
3101300,0
3101201,0
2930808,1
2930774,8
2930766,2
2930758,1
2930709,117
2930600,3
2930501,13
2930402,2
2930303,3
2930204,3
2930154,2
2930105,12
2930006,0
2929909,1
2929800,1
2929750,1
2929701,5
2929602,4
2929503,15
2929404,2
2929370,0
2929354,6
2929305,7
2929255,3
2929206,8
2929107,3
2929057,4
2928950,0
2929008,2
2928901,0
2928802,12
2928703,43
2928604,19
2928505,1
2928406,0
2928307,1
2928208,3
2928109,9
2928059,11
2928000,4
2927903,1
2927804,0
2927606,4
2927705,9
2927507,3
2927408,1913
2927309,3
2927200,3
2927101,1
2927002,18
2926905,0
2926806,0
2926707,1
2926608,7
2926657,1
2926509,0
2926400,3
2926301,5
2926202,0
2926103,0
2926004,7
2925931,2
2925956,2
2925907,0
2925808,4
2925758,7
2925709,1
2925600,5
2925501,12
2925402,2
2925303,137
2925253,2
2925105,7
2925204,11
2925006,1
2924801,1
2924900,1
2924702,0
3113701,3
3113602,1
3113503,0
3113404,15
3113305,6
3113206,0
3112901,1
3113107,0
3113008,8
3112802,0
3112703,0
3112653,1
3112604,3
3112505,0
3112406,0
3112307,10
3112208,0
2924678,2
2924652,2
2924603,7
2924504,0
2924405,2
2924306,1
2924207,3
2924108,0
2924058,0
2924009,65
2923902,11
2923803,9
2923704,2
2923605,1
2923506,0
2923407,4
2923357,3
2923308,0
2923209,1
2923100,8
2923050,3
2923035,0
2923001,23
2922904,5
2922854,1
2922805,3
2922755,1
2922730,1
2922706,3
2922656,2
2922607,0
2922508,12
2922409,4
2922300,4
2922250,0
2922201,1
2922102,1
2922052,1
2922003,17
2921906,1
2921807,0
2921708,4
2921609,0
2921500,2
2921450,0
2921401,2
2921302,3
2921203,4
2921104,12
2921054,0
2921005,22
2920908,2
2920809,2
2920700,5
2920601,5
2920502,1
2920403,1
2920304,0
2920205,0
2920106,5
2920007,2
2919926,7
2919959,0
2919900,0
2919801,1
2919702,5
2919603,2
2919553,1
2919504,3
2919405,1
2919306,0
2919207,152
2919157,2
2919108,0
2919058,2
2919009,0
2918902,0
2918704,0
2906873,7
2906857,1
2906709,2
2906824,0
2906808,4
2906600,2
2906501,45
2906402,2
2906303,18
2906204,3
2906105,2
2906006,20
2905909,1
2905800,17
2905701,145
2905602,13
2905503,2
2905404,3
2905305,1
2905206,2
2905156,0
2905107,3
2905008,2
2904902,8
2904852,3
2904753,2
2904803,1
2904704,14
2904605,9
2904506,3
2904407,0
2904308,1
2904209,0
2904100,0
2904050,2
2904001,1
2903805,1
2903953,0
2903904,9
2903706,2
2903607,3
2903508,5
2903409,6
2903300,3
2903235,1
2903276,0
2903201,0
2903102,1
2903003,0
2902906,6
2902807,8
2902708,5
2902658,0
2902609,3
2902500,0
2902401,3
2902302,2
2902252,2
3101102,5
3101003,1
3100906,4
3100807,1
3100708,0
3100609,0
3100500,4
3100401,0
3100302,1
3100203,1
3100104,1
2933604,6
2933505,5
2933455,0
2933406,0
2933307,251
2933257,1
2933208,24
2933158,2
2933174,1
2933109,2
2933059,2
2933000,2
2932903,78
2932804,2
2932705,13
2932606,1
2932507,8
2932457,0
2932408,5
2932309,9
2932101,0
2932200,11
2932002,5
2931905,3
2931806,2
2931707,4
2931608,3
2931509,1
2931400,2
2931350,105
2931301,4
2931103,1
2931202,2
2931053,0
2931004,2
2930907,0
2902203,3
2902104,11
2902054,3
2901957,0
2902005,0
2901908,5
2901809,0
2901700,1
2901601,1
2901502,0
2901403,0
2901353,2
2901205,3
2901304,0
2901155,1
2901106,7
2901007,5
2900900,2
2900801,6
2900702,71
2900603,0
2900504,1
2900405,0
2900355,5
2900306,6
2900207,5
2900108,0
2807600,14
2807501,3
2807402,27
2807303,1
2807105,14
2807204,4
2807006,1
2806909,0
2806800,2
2806602,7
2806701,33
2806503,2
2806404,3
2806305,3
2806206,4
2806107,2
2806008,2
2805901,6
2805802,4
2805703,23
2805604,9
2805505,3
2805406,4
2805307,1
2805208,0
2805109,2
2804904,1
2805000,0
2804805,79
2804706,1
2804607,7
2804508,4
2804458,1
2804300,2
2804409,10
2804201,4
2804102,2
2803906,3
2804003,10
2803807,0
2803708,1
2803609,10
2803500,33
2803401,4
2803203,9
2803302,2
2803104,1
2803005,13
2802908,38
2802809,2
2802601,0
2802700,3
2802502,1
2802403,2
2802304,2
2802205,3
2802106,27
2802007,1
2801900,0
2801702,1
2801603,2
2801504,2
2801405,4
2801306,4
2801207,6
2801108,0
2801009,4
2800704,2
2800670,5
2800605,14
2800506,8
2800308,157
2800407,1
2918803,6
2918753,0
2918605,0
2918555,2
2918506,2
2918456,2
2918407,78
2918357,6
2918308,3
2918209,0
2918100,7
2918001,55
2917334,1
2917300,9
2917201,0
2917102,16
2917003,4
2916906,0
2916856,8
2916708,3
2916807,0
2916609,4
2916500,13
2916302,5
2916401,31
2916203,3
2916104,17
2916005,8
2915908,3
2915809,5
2915700,3
2915601,34
2915502,16
2915353,4
2915403,4
2915304,3
2915205,6
2915106,4
2915007,1
2914901,8
2914802,185
2914703,14
2914653,17
2914604,26
2914505,9
2914406,2
2914307,0
2914208,1
2914109,1
2914000,12
2913903,14
2913804,1
2913705,11
2913606,116
2913507,10
2913457,2
2913408,0
2913309,0
2913200,2
2913101,3
2913002,0
2912905,6
2912806,2
2912707,10
2912608,0
2912400,3
2912509,0
2912301,1
2912202,2
2912103,13
2912004,1
2911907,6
2911857,0
2911808,6
2911709,13
2911659,0
2911600,4
2911501,1
2911402,4
2911303,0
2911253,2
2911204,14
2911105,1
2911006,1
2910909,0
2910859,1
2910800,316
2910776,3
2910750,1
2910727,96
2910701,5
2910602,14
2910503,10
2910404,4
2910305,0
2910206,0
2910107,0
2910057,58
2910008,2
2909901,11
2909802,10
2909703,0
2909604,17
2909505,0
2909406,0
2909307,0
2909208,4
2909109,1
2909000,1
2908903,2
2908804,0
2908705,0
2908606,8
2908507,16
2908408,14
2908309,0
2908200,2
2908101,1
2908002,14
2907905,2
2907806,6
2907707,1
2907608,3
2907558,1
2907509,28
2907301,4
2907202,28
2907103,0
2907004,2
2906907,3
2906899,1
2800209,5
2800100,1
2709400,10
2709301,51
2709202,9
2709152,40
2709103,9
2709004,0
2708956,3
2708907,7
2708808,23
2708709,0
2708600,63
2708501,10
2708402,16
2708303,15
2708204,2
2708105,2
2707909,4
2708006,21
2707800,4
2707701,46
2707602,6
2707503,8
2707404,1
2707305,5
2707206,5
2707107,20
2707008,0
2706901,42
2706802,11
2706703,40
2706604,3
2706505,7
2706448,5
2706422,0
2706406,6
2706307,41
2706208,0
2706109,0
2706000,4
2616308,9
2616209,8
2616183,2
2616100,1
2616001,4
2615904,3
2615805,6
2615706,0
2615607,12
2615508,1
2615409,24
2615300,18
2615201,0
2615102,2
2615003,7
2614857,7
2614808,3
2614709,1
2614600,11
2614501,14
2614402,0
2614303,4
2614204,11
2614105,14
2614006,1
2613909,31
2613800,2
2613701,32
2613602,7
2613503,9
2613404,11
2613305,7
2613206,8
2613107,5
2613008,9
2612901,2
2612802,2
2612703,10
2612604,6
2612554,5
2612505,42
2612471,6
2612455,7
2612406,5
2612307,5
2612208,6
2612109,0
2612000,5
2611903,6
2611804,20
2611606,669
2611705,1
2611507,22
2611408,6
2611309,13
2611200,3
2611002,9
2611101,86
2610905,40
2610806,11
2610707,115
2610608,12
2610509,5
2610400,6
2610301,1
2610202,6
2610103,4
2610004,22
2609907,16
2609808,4
2609709,8
2609600,216
2609501,9
2609402,21
2609303,3
2609204,8
2609154,7
2609105,0
2609006,9
2608909,22
2608800,18
2608750,5
2608701,3
2608602,0
2608503,13
2608453,3
2608404,4
2608305,10
2608255,2
2608206,7
2608057,2
2608107,18
2608008,4
2607950,2
2607901,295
2607802,10
2607752,31
2607703,2
2607653,16
2917904,4
2917805,3
2917706,1
2917607,11
2917508,24
2917409,0
2917359,2
2607604,17
2607505,6
2607406,2
2607307,4
2607208,39
2607000,3
2607109,0
2606903,4
2606804,55
2606705,5
2606606,14
2606507,5
2606408,22
2606309,2
2606200,39
2606101,9
2606002,49
2605905,8
2605806,4
2605707,20
2605608,3
2605509,2
2605459,0
2605400,9
2605301,8
2605202,23
2605152,2
2605103,8
2605004,7
2604908,5
2604809,2
2604700,11
2604601,9
2604502,7
2604403,2
2604304,2
2604205,10
2604155,3
2604106,122
2604007,29
2603926,6
2603900,3
2603801,3
2603702,11
2603603,1
2603504,4
2603454,57
2603405,3
2603306,1
2603108,4
2603207,8
2603009,12
2602902,127
2602803,16
2602704,4
2602605,24
2602506,1
2602407,2
2602308,14
2602209,11
2602100,6
2602001,3
2601904,18
2601805,4
2601706,15
2601607,5
2601508,8
2601409,10
2601300,2
2601201,31
2601102,14
2601052,10
2502151,0
2502102,0
2502052,0
2502003,0
2501906,1
2501807,82
2501708,1
2501609,5
2501575,2
2501534,0
2501500,9
2501401,1
2501351,0
2501302,3
2501203,0
2501153,1
2501104,5
2501005,2
2500908,4
2500809,2
2500775,1
2500734,1
2500700,3
2500601,7
2500577,2
2500536,1
2500502,2
2500403,7
2500304,2
2500205,1
2500106,0
2415008,0
2414902,0
2414803,1
2414753,0
2414704,0
2414605,1
2414506,12
2414456,1
2414407,3
2414308,0
2414209,2
2414159,0
2414100,2
2414001,2
2413904,3
2413805,0
2413706,0
2413607,0
2413557,1
2413508,1
2413409,1
2413359,0
2413300,1
2413201,0
2413102,0
2413003,0
2412906,0
2412807,3
2412708,1
2412609,1
2412559,0
2412500,3
2412401,0
2412302,0
2412203,6
2412104,0
2412005,35
2411908,0
2411809,0
2411700,0
2411601,0
2411502,10
2411429,0
2411403,1
2411205,14
2411106,0
2411056,1
2411007,1
2410900,0
2410801,0
2410702,0
2410504,1
2410603,3
2410405,1
2410306,3
2410256,2
2410207,1
2410108,4
2410009,1
2409902,3
2409803,3
2409704,1
2409605,1
2409506,1
2409407,7
2409332,0
2409209,0
2409308,3
2409100,1
2408953,1
2408904,2
2408805,0
2408706,0
2408607,1
2408508,0
2408409,0
2408300,4
2408201,6
2408102,293
2408003,127
2407906,0
2407807,2
2705903,0
2705705,7
2705804,3
2705606,2
2705507,11
2705408,1
2705309,1
2705200,10
2705101,10
2705002,9
2704906,0
2704807,3
2704708,41
2704609,4
2704500,10
2704401,6
2704302,918
2704203,9
2704104,6
2704005,9
2703908,1
2703809,13
2703759,1
2703700,1
2703601,0
2703502,1
2703403,3
2703304,3
2703205,6
2703106,15
2703007,9
2702900,10
2702801,6
2702702,3
2702603,12
2702553,6
2702504,2
2702405,36
2702355,7
2702306,33
2702207,7
2702108,9
2702009,3
2701902,0
2701803,5
2701704,15
2701605,5
2701506,1
2701407,7
2701357,0
2701308,13
2701209,7
2701100,4
2701001,20
2700904,4
2700805,3
2700607,4
2700706,6
2700508,6
2700409,33
2700300,159
2700201,5
2700102,4
2616506,8
2616407,64
2407708,3
2407609,0
2407500,2
2407401,1
2407302,2
2407252,0
2407104,21
2407203,6
2407005,0
2406908,3
2406809,1
2406700,1
2406502,0
2406601,0
2406403,0
2406304,3
2406205,1
2406155,0
2406106,1
2406007,0
2405900,5
2405801,4
2405702,0
2405603,2
2405504,0
2405405,0
2405306,0
2405207,0
2405108,1
2405009,3
2404903,1
2404853,1
2404804,0
2404705,5
2404606,0
2404507,0
2404408,0
2404309,0
2404200,5
2404101,0
2404002,1
2403905,0
2403806,0
2403756,0
2403707,0
2403608,3
2403509,1
2403400,1
2403301,1
2403251,42
2403202,1
2403103,3
2403004,0
2402907,2
2402808,2
2402709,0
2402600,14
2402501,0
2402402,1
2402303,13
2402204,6
2402105,1
2402006,8
2401909,0
2311009,1
2310951,0
2310902,2
2310852,2
2310803,1
2310704,6
2310605,2
2310506,15
2310407,4
2310308,11
2310258,8
2310209,4
2310100,7
2310001,1
2309904,1
2309805,3
2309706,12
2309607,18
2309508,4
2309458,2
2309409,5
2309300,6
2309201,4
2309102,1
2309003,0
2308906,1
2308807,1
2308708,16
2308609,5
2308500,18
2308401,6
2308377,4
2308351,5
2308302,4
2308203,1
2308104,9
2308005,3
2307908,1
2307809,2
2307700,29
2307650,118
2307635,0
2307601,15
2307502,8
2307403,1
2307304,78
2307254,7
2307205,2
2307106,2
2307007,1
2306900,10
2306801,7
2306702,8
2306603,1
2306553,4
2306504,4
2306405,24
2306306,19
2306256,18
2306207,1
2306108,4
2306009,3
2305902,7
2305803,3
2305704,2
2305654,0
2305605,4
2305506,22
2305407,19
2305357,6
2305308,1
2305332,4
2305266,3
2305233,23
2305209,2
2305001,3
2305100,1
2304954,4
2304905,1
2304806,1
2304707,4
2304657,0
2304608,1
2304509,1
2304459,0
2304400,1169
2304350,5
2304301,1
2304285,27
2304277,1
2304269,1
2304251,1
2304236,0
2304202,44
2304103,8
2304004,3
2303956,6
2303931,4
2303907,2
2303808,5
2303709,166
2303659,2
2303600,2
2303501,12
2303402,0
2303303,3
2303204,11
2601003,4
2600807,5
2600906,11
2600708,10
2600609,3
2600500,10
2600401,4
2600302,12
2600203,1
2600104,11
2517407,0
2600054,57
2517209,0
2517100,1
2517001,4
2516904,2
2516805,0
2516755,0
2516706,5
2516607,1
2516508,4
2516409,1
2516300,0
2516201,13
2516151,0
2516102,2
2516003,0
2515971,0
2515930,0
2515906,0
2515807,2
2515708,0
2515609,0
2515500,2
2515401,1
2515302,19
2515203,0
2515104,8
2515005,0
2514909,3
2514800,1
2514701,0
2514651,0
2514602,1
2514552,1
2514503,0
2514453,0
2514404,1
2514305,0
2514206,1
2514107,1
2514008,0
2513984,0
2513968,0
2513943,0
2513927,0
2513901,17
2513851,0
2513802,2
2513703,99
2513653,0
2513604,1
2513505,3
2513406,0
2513356,2
2513307,1
2513208,1
2513158,2
2513109,2
2513000,0
2512903,7
2512804,1
2512788,0
2512762,0
2512754,0
2512747,1
2512721,0
2512705,2
2512606,0
2512507,11
2512408,7
2512309,2
2512200,0
2512101,6
2512077,0
2512036,0
2511905,4
2512002,4
2511806,2
2511707,0
2511608,1
2511509,3
2511301,1
2511202,12
2511103,1
2511004,0
2510907,3
2510808,57
2510709,0
2510659,0
2510600,0
2510501,1
2510402,3
2510303,0
2510204,1
2510105,4
2510006,0
2509909,2
2509800,4
2509701,5
2509602,0
2509503,0
2509404,2
2509396,2
2509370,0
2509339,0
2509305,1
2509206,0
2509156,0
2509057,0
2509107,6
2509008,4
2508901,11
2508802,0
2508703,0
2508604,8
2508554,0
2508505,2
2508406,0
2508307,6
2508208,0
2508109,0
2508000,2
2507903,0
2507804,1
2507705,1
2507606,0
2507507,495
2507408,2
2507309,3
2507200,1
2507101,4
2507002,2
2506905,8
2506806,3
2506707,1
2506608,4
2506509,0
2506400,1
2506301,20
2506251,2
2506202,0
2506103,1
2506004,4
2505907,0
2505808,1
2505709,2
2505600,4
2505501,0
2505402,2
2505352,0
2505303,2
2505279,0
2505238,0
2505204,2
2505105,5
2505006,2
2504900,0
2504850,1
2504801,1
2504702,2
2504603,14
2504504,1
2504405,3
2504355,0
2504306,7
2504207,1
2504157,0
2504108,0
2504074,0
2504033,2
2504009,187
2503902,1
2503803,1
2503753,0
2503704,9
2503605,0
2503555,1
2503506,2
2503308,1
2503209,73
2503100,0
2503001,11
2502904,6
2502805,4
2502706,0
2502607,1
2502508,6
2502409,2
2502300,0
2502201,0
2303105,0
2303006,8
2302909,0
2302800,19
2302701,10
2302602,5
2302503,10
2302404,16
2302305,1
2302206,5
2302107,8
2302057,0
2302008,4
2301950,2
2301901,16
2301802,1
2301851,5
2301703,5
2301505,2
2301604,2
2301406,4
2301307,8
2301208,3
2301257,1
2301109,12
2301000,37
2300903,1
2300754,6
2300804,4
2300705,4
2300606,1
2300507,1
2300408,7
2300309,22
2300200,6
2300150,4
2300101,0
2211704,1
2211605,0
2211506,0
2211407,0
2211357,0
2211308,1
2211209,2
2211100,4
2209971,1
2209955,0
2209906,2
2209872,0
2209807,0
2209856,0
2209708,0
2209658,0
2209609,0
2209500,0
2209559,0
2209401,1
2209377,1
2209351,0
2209302,1
2209203,0
2209153,1
2209104,1
2209005,2
2208908,0
2208874,0
2208858,0
2208809,1
2208700,0
2208650,1
2208601,0
2208551,0
2208502,1
2208403,4
2208304,2
2208205,0
2208106,4
2208007,17
2207959,0
2207900,1
2207850,1
2207801,3
2207793,0
2207777,0
2207751,0
2207702,33
2207603,2
2207553,2
2207504,1
2207405,0
2207355,0
2207306,0
2207207,0
2207108,0
2207009,1
2206902,0
2206951,1
2206803,0
2206753,0
2206720,1
2206704,0
2206696,0
2206654,0
2206670,1
2206605,0
2206506,0
2206407,2
2206357,1
2206308,0
2206209,1
2206100,0
2206050,0
2206001,0
2205953,1
2205904,1
2205805,4
2205854,0
